fname,labels,mids,split
213166,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
344272,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216279,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216280,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204116,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204124,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204126,"Crushing,Glass","/m/07plct2,/m/039jq",train
245167,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
368330,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
368352,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
383978,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
367624,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
355340,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
249873,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
249874,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
254993,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179227,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179228,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179229,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179230,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179231,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179232,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179233,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179234,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179235,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179236,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
324645,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179239,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179240,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179241,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179242,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
322603,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
322602,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
195624,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
68654,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179249,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179250,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179251,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
349240,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179259,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179263,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179264,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
179265,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
371786,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
352331,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
272489,"Shatter,Liquid,Glass","/m/07rn7sz,/m/04k94,/m/039jq",val
387177,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",val
85107,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
93299,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
194682,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
194683,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
194684,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
194685,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
124030,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
233605,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
233606,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
233607,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
379015,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
255114,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
145558,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
145559,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
145562,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
145563,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
367770,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213153,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213154,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213156,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213158,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213159,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213160,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213161,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213162,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213163,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213164,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
213165,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
85168,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
270515,"Shatter,Liquid,Glass","/m/07rn7sz,/m/04k94,/m/039jq",train
270516,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
270517,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
270518,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
372919,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
85184,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
344265,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
344266,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
344267,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
344268,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
344269,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
344270,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
344271,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
115916,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
255182,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
115922,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
71897,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216281,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216282,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
426204,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",val
426205,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",val
216283,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216284,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216286,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216287,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216288,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216289,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
199906,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
216291,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216290,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216293,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216292,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216294,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216296,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216298,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216299,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
273647,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
434437,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434438,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434439,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434440,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
93449,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
434441,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434442,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434443,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
71947,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
434444,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434446,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
368905,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
434448,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434449,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434450,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
434451,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
387349,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
434447,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
368944,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
223552,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
214336,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
260432,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
260433,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
260434,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
204115,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204119,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
221528,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204120,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204121,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
221531,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
221532,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
221533,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
204122,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204123,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204132,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204133,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204134,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
347496,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204140,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204141,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
65902,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204143,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204144,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
204142,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
162169,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
65918,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
376197,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
371091,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
371092,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
371093,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
412054,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
178582,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
378285,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
378289,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
118198,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
158140,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
158142,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
378321,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",val
257496,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
270811,"Shatter,Explosion,Glass","/m/07rn7sz,/m/014zdl,/m/039jq",train
270815,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
270816,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
92642,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
92643,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
92644,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
164328,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
164329,"Shatter,Hammer,Glass,Tools","/m/07rn7sz,/m/03l9g,/m/039jq,/m/07k1x",train
164330,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
164332,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173557,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173558,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173559,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173560,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
246273,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
126465,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
420356,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
323077,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173576,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173577,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173579,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173580,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173581,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
244238,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
173585,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173591,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173592,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173593,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173594,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173595,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
161309,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
173600,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173601,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173602,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
163364,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
173604,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173605,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173606,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173607,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173608,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173609,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173610,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173611,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390700,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
85550,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
173613,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173614,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390702,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173618,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390701,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390703,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390706,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173619,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
127543,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
84536,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173623,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390708,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173621,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
173622,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390709,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390714,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390716,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390715,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390718,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390719,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390720,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390721,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390722,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390723,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390725,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390726,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390727,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390728,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390729,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
366179,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
203368,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
203369,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
148074,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
148073,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
203372,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
203373,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
203374,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
430702,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
203375,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
148075,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
203370,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
203379,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
203380,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
203377,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
321139,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
320128,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
278152,"Shatter,Boom,Glass,Explosion","/m/07rn7sz,/m/07qqyl4,/m/039jq,/m/014zdl",train
353928,"Shatter,Explosion,Boom,Glass","/m/07rn7sz,/m/014zdl,/m/07qqyl4,/m/039jq",val
408218,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
174747,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
174750,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
192060,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
30368,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
389793,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390704,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390705,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
389804,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
216748,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
390707,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
164539,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
164540,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
219837,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
164542,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
164541,"Shatter,Glass","/m/07rn7sz,/m/039jq",train
219838,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
272065,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
219842,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
219843,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
219844,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
219845,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",train
